pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,rowupdate,st_plx
Kepler-715,b,Transit,10.00652995,,,,1214.,1.04,2016-05-10,
Kepler-876,b,Transit,5.14438011,,,,735.,0.81,2016-05-10,
Kepler-857,b,Transit,85.35129427,,,,1039.,0.99,2016-05-10,
Kepler-1375,b,Transit,3.3004192,,,,1238.,1.47,2016-05-10,
Kepler-1628,b,Transit,76.378033,,,,352.,0.55,2016-05-10,
Kepler-1613,b,Transit,1.5184299,,,,855.,1.08,2016-05-10,
Kepler-972,b,Transit,7.03932553,,,,1304.,1.15,2016-05-10,
Kepler-1015,b,Transit,16.00494214,,,,932.,1.49,2016-05-10,
Kepler-1342,b,Transit,2.21571036,,,,941.,0.93,2016-05-10,
Kepler-1267,b,Transit,13.0313945,,,,1628.,1.15,2016-05-10,
Kepler-341,b,Transit,5.195528,0.06,,,,0.94,2014-05-14,
Kepler-341,e,Transit,42.473269,0.242,,,,0.94,2014-05-14,
Kepler-341,d,Transit,27.666313,0.182,,,,0.94,2014-05-14,
Kepler-341,c,Transit,8.01041,0.08,,,,0.94,2014-05-14,
Kepler-644,b,Transit,3.1739171,,,,1413.,1.49,2016-05-10,
HAT-P-12,b,Transit,3.2130598,0.0384,0.,0.211,142.5,0.73,2014-05-14,
Kepler-471,b,Transit,5.01423457,,,,1373.,1.49,2016-05-10,
Kepler-718,b,Transit,2.0523499,,,,1520.,1.18,2016-05-10,
Kepler-1579,b,Transit,0.84990789,,,,466.,0.75,2016-05-10,
Kepler-1157,b,Transit,4.45743164,,,,346.,0.76,2016-05-10,
Kepler-865,b,Transit,14.16399294,,,,664.,0.93,2016-05-10,
Kepler-116,c,Transit,13.07163,0.116,,,,1.16,2014-05-14,
Kepler-116,b,Transit,5.968734,0.069,,,,1.16,2014-05-14,
Kepler-855,b,Transit,7.8866311,,,,1043.,1.03,2016-05-10,
Kepler-933,b,Transit,14.20443009,,,,922.,0.87,2016-05-10,
Kepler-1561,b,Transit,1.00520701,,,,993.,1.07,2016-05-10,
Kepler-248,b,Transit,6.308205,0.066,,,,,2014-05-14,
Kepler-248,c,Transit,16.239494,0.123,,,,,2014-05-14,
Kepler-886,b,Transit,6.24146367,,,,857.,1.1,2016-05-10,
Kepler-872,b,Transit,2.57885507,,,,1114.,1.05,2016-05-10,
Kepler-302,b,Transit,30.184104,0.193,,,,,2014-05-14,
Kepler-302,c,Transit,127.282184,0.503,,,,,2014-05-14,
Kepler-961,b,Transit,16.87727414,,,,607.,0.96,2016-05-10,
KIC 7917485,b,Pulsation Timing Variations,840.,,0.15,11.8,,1.63,2016-08-18,
Kepler-1642,b,Transit,12.2057513,,,,447.,0.88,2016-05-10,
Kepler-1642,c,Transit,6.6513802,,,,447.,0.88,2016-05-10,
Kepler-303,c,Transit,7.061149,0.057,,,,0.59,2014-05-14,
Kepler-303,b,Transit,1.937055,0.024,,,,0.59,2014-05-14,
Kepler-249,d,Transit,15.368459,0.097,,,,,2014-05-14,
Kepler-249,c,Transit,7.113702,0.058,,,,,2014-05-14,
Kepler-249,b,Transit,3.306539,0.035,,,,,2014-05-14,
Kepler-83,b,Transit,9.77,,,,,0.66,2014-05-14,
Kepler-83,d,Transit,5.169796,0.051,,,,0.66,2014-05-14,
Kepler-83,c,Transit,20.09,,,,,0.66,2014-05-14,
Kepler-1091,b,Transit,1.43474156,,,,915.,1.01,2016-05-10,
Kepler-880,b,Transit,7.71468975,,,,673.,1.46,2016-05-10,
Kepler-412,b,Transit,1.7208604,0.02897,,0.941,1056.,1.17,2015-10-15,
Kepler-427,b,Transit,10.290994,0.091,0.57,0.29,1100.,0.96,2014-10-03,
Kepler-1630,b,Transit,509.997402,,,,278.,0.66,2016-05-10,
Kepler-162,b,Transit,6.919798,0.069,,,,,2014-05-14,
Kepler-162,c,Transit,19.446355,0.137,,,,,2014-05-14,
Kepler-896,b,Transit,144.547396,,,,896.,0.84,2016-05-10,
Kepler-934,b,Transit,55.6738309,,,,603.,0.81,2016-05-10,
Kepler-890,b,Transit,52.75875577,,,,1387.,1.09,2016-05-10,
HD 13931,b,Radial Velocity,4218.,5.15,0.02,1.88,45.52,1.02,2014-05-14,21.97
Kepler-1629,b,Transit,3.87595807,,,,390.,1.01,2016-05-10,
Kepler-1170,b,Transit,9.98969327,,,,911.,0.8,2016-05-10,
Kepler-559,b,Transit,17.58752333,,,,793.,0.96,2016-05-10,
Kepler-1631,b,Transit,4.09513932,,,,1190.,0.97,2016-05-10,
Kepler-462,b,Transit,84.6879808,,,,733.,1.59,2016-05-10,
HD 95127,b,Radial Velocity,482.,1.28,0.11,5.01,332.,1.2,2015-02-05,3.06
14 Her,b,Radial Velocity,1773.4,2.77,0.369,4.64,18.15,0.9,2014-05-14,55.11
Kepler-1182,b,Transit,11.17394617,,,,1258.,1.04,2016-05-10,
Kepler-1456,b,Transit,18.1373829,,,,379.,0.64,2016-05-10,
Kepler-1311,b,Transit,11.1726994,,,,705.,1.05,2016-05-10,
Kepler-1311,c,Transit,2.53573424,,,,705.,1.05,2016-05-10,
Kepler-1537,b,Transit,1.4444538,,,,503.,0.81,2016-05-10,
Kepler-381,b,Transit,5.629021,0.066,,,,1.34,2014-05-14,
Kepler-381,c,Transit,13.391635,0.117,,,,1.34,2014-05-14,
Kepler-174,b,Transit,13.98179,0.1,,,,,2014-05-14,
Kepler-174,c,Transit,44.000529,0.214,,,,,2014-05-14,
Kepler-174,d,Transit,247.35373,0.677,,,,,2014-05-14,
Kepler-1286,b,Transit,11.25402929,,,,1150.,1.,2016-05-10,
Kepler-1621,b,Transit,92.263714,,,,1461.,1.15,2016-05-10,
Kepler-500,b,Transit,8.5083244,,,,747.,1.02,2016-05-10,
Kepler-176,e,Transit,51.16579,,,,,,2016-05-10,
Kepler-176,b,Transit,5.433074,0.058,,,,,2014-05-14,
Kepler-176,c,Transit,12.759712,0.102,,,,,2014-05-14,
Kepler-176,d,Transit,25.751974,0.163,,,,,2014-05-14,
Kepler-1290,b,Transit,4.69500134,,,,1321.,0.95,2016-05-10,
Kepler-502,b,Transit,4.28686431,,,,1433.,1.15,2016-05-10,
Kepler-1534,b,Transit,5.71668872,,,,1107.,0.9,2016-05-10,
Kepler-585,b,Transit,2.75235975,,,,604.,0.96,2016-05-10,
Kepler-175,b,Transit,11.903515,0.105,,,,1.04,2014-05-14,
Kepler-175,c,Transit,34.035257,0.213,,,,1.04,2014-05-14,
Kepler-474,b,Transit,5.66067294,,,,568.,0.99,2016-05-10,
Kepler-719,b,Transit,5.00731778,,,,1427.,0.99,2016-05-10,
Kepler-892,b,Transit,13.7521072,,,,640.,0.75,2016-05-10,
Kepler-139,b,Transit,15.771044,0.127,,,,1.08,2014-05-14,
Kepler-139,c,Transit,157.072878,0.586,,,,1.08,2014-05-14,
Kepler-185,b,Transit,1.6329,0.026,,,,0.79,2014-05-14,
Kepler-185,c,Transit,20.729042,0.139,,,,0.79,2014-05-14,
Kepler-1416,b,Transit,1.49514952,,,,807.,1.09,2016-05-10,
Kepler-1192,b,Transit,25.2034787,,,,1108.,0.86,2016-05-10,
Kepler-749,b,Transit,17.31716585,,,,753.,0.79,2016-05-10,
Kepler-1196,b,Transit,66.1849031,,,,946.,0.98,2016-05-10,
Kepler-893,b,Transit,6.33855761,,,,1216.,1.,2016-05-10,
Kepler-1632,b,Transit,448.303558,,,,584.,1.12,2016-05-10,
Kepler-1332,b,Transit,11.87456832,,,,515.,0.95,2016-05-10,
Kepler-1445,b,Transit,10.60052251,,,,482.,1.13,2016-05-10,
Kepler-499,b,Transit,5.63252845,,,,523.,0.87,2016-05-10,
Kepler-1292,b,Transit,3.27646405,,,,1406.,0.95,2016-05-10,
Kepler-1235,b,Transit,4.16055856,,,,533.,0.93,2016-05-10,
Kepler-186,f,Transit,129.9441,0.432,0.04,,172.,0.54,2015-01-14,
Kepler-186,d,Transit,13.342996,0.0781,,,172.,0.54,2014-05-14,
Kepler-186,e,Transit,22.407704,0.11,,,172.,0.54,2014-05-14,
Kepler-186,b,Transit,3.8867907,0.0343,,,172.,0.54,2014-05-14,
Kepler-186,c,Transit,7.267302,0.0451,,,172.,0.54,2014-05-14,
Kepler-1025,b,Transit,37.3229493,,,,716.,1.09,2016-05-10,
Kepler-476,b,Transit,14.00640607,,,,687.,1.03,2016-05-10,
HD 99706,b,Radial Velocity,868.,2.14,0.365,1.4,130.89,1.72,2014-05-14,7.64
Kepler-128,c,Transit,22.804,,,0.105,,1.18,2014-05-14,
Kepler-128,b,Transit,15.09,,,0.097,,1.18,2014-05-14,
Kepler-1476,b,Transit,10.35863224,,,,1218.,0.98,2016-05-10,
Kepler-521,b,Transit,22.20813214,,,,737.,1.34,2016-05-10,
Kepler-750,b,Transit,9.42887179,,,,1181.,1.15,2016-05-10,
Kepler-750,c,Transit,4.08899022,,,,1181.,1.15,2016-05-10,
Kepler-357,d,Transit,49.499875,0.246,,,,0.78,2014-05-14,
Kepler-357,c,Transit,16.85837,0.12,,,,0.78,2014-05-14,
Kepler-357,b,Transit,6.475434,0.063,,,,0.78,2014-05-14,
Kepler-1460,b,Transit,29.9633247,,,,574.,0.7,2016-05-10,
GJ 15 A,b,Radial Velocity,11.4433,0.0717,0.,0.017,3.57,0.38,2014-09-18,280.27
Kepler-55,f,Transit,10.198545,0.081,,,,0.62,2014-05-14,
Kepler-55,b,Transit,27.9481449,,,1.49,,0.62,2014-05-14,
Kepler-55,c,Transit,42.1516418,,,1.11,,0.62,2014-05-14,
Kepler-55,d,Transit,2.211099,0.029,,,,0.62,2014-05-14,
Kepler-55,e,Transit,4.617534,0.048,,,,0.62,2014-05-14,
Kepler-437,b,Transit,66.65062,0.288,0.02,,417.,0.71,2015-01-06,
Kepler-946,b,Transit,11.79162572,,,,918.,0.94,2016-05-10,
Kepler-439,b,Transit,178.1396,0.563,0.03,,693.,0.88,2015-01-06,
Kepler-5,b,Transit,3.5484657,0.0538,,2.111,,1.37,2015-10-15,
Kepler-645,b,Transit,3.27582262,,,,901.,1.13,2016-05-10,
HD 132563,b,Radial Velocity,1544.,2.62,0.22,1.49,98.52,,2014-05-14,10.15
Kepler-985,b,Transit,116.331901,,,,741.,0.91,2016-05-10,
Kepler-1106,b,Transit,1.25275217,,,,1168.,1.11,2016-05-10,
Kepler-522,b,Transit,38.58422849,,,,749.,1.54,2016-05-10,
Kepler-751,b,Transit,17.44490636,,,,748.,0.87,2016-05-10,
Kepler-1142,b,Transit,18.3027248,,,,697.,0.97,2016-05-10,
Kepler-1100,b,Transit,6.42200058,,,,940.,1.21,2016-05-10,
Kepler-327,c,Transit,5.212333,0.047,,,,0.55,2014-05-14,
Kepler-327,b,Transit,2.549575,0.029,,,,0.55,2014-05-14,
Kepler-327,d,Transit,13.969457,0.09,,,,0.55,2014-05-14,
Kepler-187,b,Transit,4.938864,0.059,,,,0.85,2014-05-14,
Kepler-187,c,Transit,10.640263,0.099,,,,0.85,2014-05-14,
Kepler-251,e,Transit,99.640161,0.404,,,,0.91,2014-05-14,
Kepler-251,d,Transit,30.133001,0.182,,,,0.91,2014-05-14,
Kepler-251,c,Transit,16.514043,0.122,,,,0.91,2014-05-14,
Kepler-251,b,Transit,4.790936,0.053,,,,0.91,2014-05-14,
Kepler-1152,b,Transit,1.64680191,,,,184.,0.55,2016-05-10,
Kepler-1014,b,Transit,16.57110363,,,,672.,0.88,2016-05-10,
Kepler-1116,b,Transit,41.6977827,,,,1017.,0.95,2016-05-10,
Kepler-91,b,Transit,6.24658,0.0731,,0.81,1030.,1.31,2015-10-15,
Kepler-1200,b,Transit,1.11854972,,,,579.,0.74,2016-05-10,
Kepler-1038,b,Transit,148.4603382,,,,622.,0.87,2016-05-10,
Kepler-250,d,Transit,17.648312,0.127,,,,0.8,2014-05-14,
Kepler-250,c,Transit,7.156804,0.069,,,,0.8,2014-05-14,
Kepler-250,b,Transit,4.148141,0.048,,,,0.8,2014-05-14,
Kepler-761,b,Transit,10.12804789,,,,867.,0.95,2016-05-10,
Kepler-321,b,Transit,4.915379,0.057,,,,1.01,2014-05-14,
Kepler-321,c,Transit,13.093921,0.11,,,,1.01,2014-05-14,
Kepler-1010,b,Transit,34.2685705,,,,610.,0.86,2016-05-10,
Kepler-942,b,Transit,44.96417488,,,,218.,0.81,2016-05-10,
Kepler-1285,b,Transit,14.7967458,,,,364.,1.2,2016-05-10,
Kepler-1341,b,Transit,132.9968322,,,,466.,0.79,2016-05-10,
Kepler-1118,b,Transit,38.6715075,,,,818.,0.96,2016-05-10,
Kepler-266,b,Transit,6.61833,0.071,,,,0.99,2014-05-14,
Kepler-266,c,Transit,107.723601,0.457,,,,0.99,2014-05-14,
Kepler-720,b,Transit,4.70832654,,,,880.,0.95,2016-05-10,
Kepler-1203,b,Transit,0.58800076,,,,269.,0.64,2016-05-10,
Kepler-760,c,Transit,2.46697439,,,,782.,0.89,2016-05-10,
Kepler-760,b,Transit,8.70419416,,,,782.,0.89,2016-05-10,
Kepler-316,b,Transit,2.240508,0.027,,,,0.53,2014-05-14,
Kepler-316,c,Transit,6.827766,0.058,,,,0.53,2014-05-14,
Kepler-126,b,Transit,10.495711,0.099,,,,,2014-05-14,
Kepler-126,d,Transit,100.283134,0.448,,,,,2014-05-14,
Kepler-126,c,Transit,21.869741,0.162,,,,,2014-05-14,
Kepler-778,b,Transit,3.75574426,,,,899.,0.81,2016-05-10,
Kepler-1136,b,Transit,2.36172433,,,,545.,0.72,2016-05-10,
HD 40979,b,Radial Velocity,264.15,0.846,0.252,4.01,33.3,1.15,2014-05-14,
Kepler-1539,b,Transit,133.3036741,,,,788.,0.84,2016-05-10,
Kepler-452,b,Transit,384.843,1.046,,,,1.04,2015-07-23,
Kepler-271,b,Transit,5.217738,0.056,,,,,2014-05-14,
Kepler-271,d,Transit,5.24972541,,,,,,2016-05-10,
Kepler-271,c,Transit,7.410935,0.071,,,,,2014-05-14,
Kepler-780,b,Transit,0.67737516,,,,520.,1.01,2016-05-10,
Kepler-322,c,Transit,4.337234,0.051,,,,0.91,2014-05-14,
Kepler-322,b,Transit,1.653888,0.027,,,,0.91,2014-05-14,
HD 96127,b,Radial Velocity,647.3,1.4,0.3,4.,221.24,0.91,2015-05-14,1.85
Kepler-189,c,Transit,20.134866,0.137,,,,0.79,2014-05-14,
Kepler-189,b,Transit,10.399931,0.088,,,,0.79,2014-05-14,
Kepler-779,b,Transit,7.09714223,,,,224.,0.46,2016-05-10,
Kepler-188,b,Transit,2.061897,0.032,,,,,2014-05-14,
Kepler-188,c,Transit,5.996553,0.066,,,,,2014-05-14,
Kepler-1119,b,Transit,8.3265153,,,,1288.,1.11,2016-05-10,
kap And,b,Imaging,,55.,,13.616,52.03,2.6,2014-05-14,19.22
Kepler-106,e,Transit,43.8445,,,0.035,,1.,2014-05-14,
Kepler-106,d,Transit,23.9802,,,,,1.,2016-10-13,
Kepler-106,b,Transit,6.16486,,,,,1.,2016-10-13,
Kepler-106,c,Transit,13.5708,,,0.033,,1.,2014-05-14,
Kepler-547,b,Transit,6.01038429,,,,361.,0.78,2016-05-10,
Kepler-77,b,Transit,3.57878087,0.04501,0.,0.43,570.,0.95,2014-05-14,
Kepler-777,b,Transit,5.72812599,,,,383.,0.58,2016-05-10,
Kepler-1249,b,Transit,24.3347127,,,,1674.,1.19,2016-05-10,
Kepler-606,b,Transit,24.31575992,,,,1208.,1.13,2016-05-10,
Kepler-79,d,Transit,52.0902,0.287,0.025,0.019,,1.17,2016-03-10,
Kepler-79,e,Transit,81.0659,0.386,0.012,0.013,,1.17,2016-03-10,
Kepler-79,b,Transit,13.4845,0.117,0.015,0.0343,,1.17,2016-03-10,
Kepler-79,c,Transit,27.4029,0.187,0.03,0.019,,1.17,2016-03-10,
Kepler-646,b,Transit,15.87364565,,,,513.,0.93,2016-05-10,
Kepler-993,b,Transit,22.08557563,,,,298.,0.57,2016-05-10,
Kepler-95,b,Transit,11.5231,,,0.041,,1.08,2014-05-14,
Kepler-436,b,Transit,64.00205,0.339,0.19,,618.,0.73,2015-01-06,
Kepler-436,c,Transit,16.79713874,,,,618.,0.73,2016-05-10,
Kepler-1604,b,Transit,0.68368426,,,,562.,0.81,2016-05-10,
Kepler-1328,b,Transit,4.52158888,,,,630.,1.,2016-05-10,
Kepler-1619,b,Transit,23.6225913,,,,520.,1.,2016-05-10,
Kepler-270,b,Transit,11.476094,0.107,,,,,2014-05-14,
Kepler-270,c,Transit,25.262887,0.18,,,,,2014-05-14,
Kepler-1013,b,Transit,18.93054959,,,,433.,0.81,2016-05-10,
Kepler-78,b,Transit,0.355,,0.,0.006,,0.76,2014-05-14,
Kepler-1593,b,Transit,174.509835,,,,755.,0.81,2016-05-10,
Kepler-1489,b,Transit,82.294751,,,,870.,0.93,2016-05-10,
Kepler-1512,b,Transit,20.35972599,,,,162.,0.73,2016-05-10,
HD 216536,b,Radial Velocity,148.6,0.609,0.38,1.47,,1.36,2015-02-05,
Kepler-721,b,Transit,5.39202539,,,,848.,0.82,2016-05-10,
Kepler-1294,b,Transit,115.6862258,,,,1120.,0.99,2016-05-10,
Kepler-37,e,Transit Timing Variations,51.196,,,,66.,0.8,2014-05-28,
Kepler-37,b,Transit,13.3675,,,0.03146,66.,0.8,2016-10-27,
Kepler-37,c,Transit,21.302,,,0.03776,66.,0.8,2016-10-27,
Kepler-37,d,Transit,39.7922,,,0.03839,66.,0.8,2016-10-27,
Kepler-498,b,Transit,9.61375356,,,,746.,0.98,2016-05-10,
Kepler-1516,b,Transit,7.25931979,,,,872.,1.04,2016-05-10,
Kepler-1090,b,Transit,198.680179,,,,702.,0.86,2016-05-10,
Kepler-145,b,Transit,22.951,,,0.117,,1.32,2014-05-14,
Kepler-145,c,Transit,42.882,,,0.25,,1.32,2014-05-14,
Kepler-1218,b,Transit,22.9221266,,,,667.,1.06,2016-05-10,
Kepler-252,c,Transit,10.848463,0.08,,,,0.52,2014-05-14,
Kepler-252,b,Transit,6.668391,0.058,,,,0.52,2014-05-14,
Kepler-1223,b,Transit,16.301259,,,,455.,0.8,2016-05-10,
Kepler-1208,b,Transit,11.08507637,,,,877.,0.8,2016-05-10,
Kepler-1054,b,Transit,4.30655689,,,,1050.,1.22,2016-05-10,
Kepler-722,b,Transit,4.09357325,,,,1375.,1.03,2016-05-10,
Kepler-722,c,Transit,105.144749,,,,1375.,1.03,2016-05-10,
Kepler-1585,b,Transit,3.5827463,,,,1269.,0.94,2016-05-10,
Kepler-647,b,Transit,16.2254649,,,,789.,1.03,2016-05-10,
Kepler-1591,b,Transit,8.18504949,,,,1090.,1.1,2016-05-10,
Kepler-388,c,Transit,13.297004,0.093,,,,0.59,2014-05-14,
Kepler-388,b,Transit,3.173315,0.036,,,,0.59,2014-05-14,
Kepler-1033,b,Transit,7.56052806,,,,1425.,0.94,2016-05-10,
Kepler-1466,b,Transit,31.1750448,,,,686.,1.01,2016-05-10,
Kepler-349,b,Transit,5.929778,0.065,,,,0.97,2014-05-14,
Kepler-349,c,Transit,12.247629,0.105,,,,0.97,2014-05-14,
Kepler-42,c,Transit,0.45328509,0.006,,,38.7,0.13,2014-05-14,
Kepler-42,d,Transit,1.865169,0.0154,,,38.7,0.13,2014-05-14,
Kepler-42,b,Transit,1.2137672,0.0116,,,38.7,0.13,2014-05-14,
Kepler-953,c,Transit,9.10967112,,,,240.,0.95,2016-05-10,
Kepler-953,b,Transit,88.40655258,,,,240.,0.95,2016-05-10,
Kepler-607,b,Transit,0.6381632,,,,500.,0.84,2016-05-10,
Kepler-608,b,Transit,6.41251504,,,,926.,1.,2016-05-10,
Kepler-34,b,Transit,288.822,1.0896,0.182,0.22,1499.,1.05,2014-05-14,
Kepler-213,c,Transit,4.822962,0.057,,,,0.94,2014-05-14,
Kepler-213,b,Transit,2.46236,0.036,,,,0.94,2014-05-14,
Kepler-1202,b,Transit,28.6851324,,,,1393.,1.03,2016-05-10,
Kepler-57,c,Transit,11.6092567,,,6.95,,0.83,2014-05-14,
Kepler-57,b,Transit,5.7293196,,,18.86,,0.83,2014-05-14,
Kepler-723,b,Transit,4.08227507,,,,965.,0.92,2016-05-10,
Kepler-801,b,Transit,11.41928253,,,,419.,0.67,2016-05-10,
Kepler-1256,b,Transit,12.4127754,,,,862.,1.17,2016-05-10,
Kepler-111,c,Transit,224.784608,0.761,,,,,2014-05-14,
Kepler-111,b,Transit,3.341815,0.046,,,,,2014-05-14,
Kepler-1237,b,Transit,84.5733226,,,,1121.,0.94,2016-05-10,
Kepler-803,b,Transit,50.28638192,,,,615.,1.05,2016-05-10,
KIC 8540376,b,Transit,31.8099,,,,,1.04,2016-01-05,
KIC 8540376,c,Transit,75.2,,,,,1.04,2016-01-05,
Kepler-609,b,Transit,6.52121067,,,,1143.,1.09,2016-05-10,
Kepler-1165,b,Transit,9.478522,,,,1081.,1.13,2016-05-10,
Kepler-1533,b,Transit,308.5471,,,,852.,1.31,2016-05-10,
Kepler-190,b,Transit,2.019999,0.03,,,,0.84,2014-05-14,
Kepler-190,c,Transit,3.763024,0.045,,,,0.84,2014-05-14,
Kepler-1485,b,Transit,19.9157725,,,,550.,1.11,2016-05-10,
Kepler-18,b,Transit,3.504725,0.0447,0.,0.022,,0.97,2014-05-14,
Kepler-18,d,Transit,14.85888,0.1172,0.,0.052,,0.97,2014-05-14,
Kepler-18,c,Transit,7.64159,0.0752,0.,0.054,,0.97,2014-05-14,
Kepler-1643,b,Transit,5.34264507,,,,414.,0.92,2016-05-10,
Kepler-1475,b,Transit,82.177374,,,,1714.,1.18,2016-05-10,
Kepler-1135,b,Transit,76.957857,,,,728.,0.96,2016-05-10,
Kepler-1389,b,Transit,99.2530951,,,,521.,0.81,2016-05-10,
Kepler-281,c,Transit,36.337373,0.215,,,,0.98,2014-05-14,
Kepler-281,b,Transit,14.646008,0.117,,,,0.98,2014-05-14,
Kepler-360,b,Transit,3.289672,0.044,,,,0.95,2014-05-14,
Kepler-360,c,Transit,7.186434,0.075,,,,0.95,2014-05-14,
Kepler-384,c,Transit,45.348269,0.236,,,,0.76,2014-05-14,
Kepler-384,b,Transit,22.597053,0.148,,,,0.76,2014-05-14,
Kepler-804,c,Transit,9.65185017,,,,648.,1.01,2016-05-10,
Kepler-804,b,Transit,14.37457351,,,,648.,1.01,2016-05-10,
Kepler-724,b,Transit,3.31494634,,,,862.,0.9,2016-05-10,
Kepler-800,b,Transit,14.13176026,,,,1049.,0.85,2016-05-10,
Kepler-282,d,Transit,24.806,,,0.192,,0.97,2014-05-14,
Kepler-282,e,Transit,44.347,,,0.177,,0.97,2014-05-14,
Kepler-282,b,Transit,9.220524,0.082,,,,0.97,2014-05-14,
Kepler-282,c,Transit,13.638723,0.106,,,,0.97,2014-05-14,
Kepler-330,c,Transit,15.955387,0.116,,,,0.78,2014-05-14,
Kepler-330,b,Transit,8.25978,0.075,,,,0.78,2014-05-14,
Kepler-725,b,Transit,39.64317811,,,,778.,0.88,2016-05-10,
Kepler-1198,b,Transit,7.6847716,,,,777.,0.93,2016-05-10,
Kepler-1372,b,Transit,1.31155557,,,,1161.,0.98,2016-05-10,
Kepler-806,b,Transit,8.09219642,,,,260.,0.99,2016-05-10,
Kepler-463,b,Transit,8.98101683,,,,336.,0.87,2016-05-10,
Kepler-253,c,Transit,10.281951,0.089,,,,,2014-05-14,
Kepler-253,d,Transit,18.119869,0.13,,,,,2014-05-14,
Kepler-253,b,Transit,3.783986,0.046,,,,,2014-05-14,
Kepler-69,c,Transit,242.4613,0.64,0.14,,,0.81,2014-05-14,
Kepler-69,b,Transit,13.722341,0.094,0.16,,,0.81,2014-05-14,
Kepler-1273,b,Transit,28.625653,,,,1355.,0.94,2016-05-10,
Kepler-540,b,Transit,172.7049784,,,,350.,1.02,2016-05-10,
Kepler-1003,b,Transit,3.55485691,,,,873.,1.11,2016-05-10,
Kepler-799,b,Transit,133.4605235,,,,1029.,0.95,2016-05-10,
Kepler-726,b,Transit,21.80451088,,,,838.,0.88,2016-05-10,
Kepler-914,b,Transit,4.40966548,,,,678.,1.1,2016-05-10,
Kepler-389,c,Transit,14.51143,0.11,,,,0.78,2014-05-14,
Kepler-389,b,Transit,3.244107,0.041,,,,0.78,2014-05-14,
HAT-P-36,b,Transit,1.327347,0.0238,0.063,1.832,317.,1.02,2014-05-14,
Kepler-1498,b,Transit,48.051405,,,,740.,0.86,2016-05-10,
Kepler-1396,b,Transit,18.2206421,,,,1236.,1.18,2016-05-10,
Kepler-446,c,Transit,3.036179,,0.,,120.,0.22,2015-01-14,
Kepler-446,d,Transit,5.148921,,0.,,120.,0.22,2015-01-14,
Kepler-446,b,Transit,1.565409,,0.,,120.,0.22,2015-01-14,
Kepler-1435,b,Transit,4.45343281,,,,681.,1.21,2016-05-10,
Kepler-1633,b,Transit,186.404271,,,,811.,1.2,2016-05-10,
Kepler-1586,b,Transit,15.6049212,,,,864.,1.45,2016-05-10,
Kepler-420,b,Transit,86.647661,0.382,0.772,1.45,900.,0.99,2014-06-25,
Kepler-1275,b,Transit,3.65691115,,,,1280.,1.23,2016-05-10,
Kepler-1055,b,Transit,2.29503623,,,,422.,0.98,2016-05-10,
Kepler-1008,b,Transit,12.43931193,,,,299.,0.81,2016-05-10,
Kepler-214,c,Transit,28.7798,0.194,,,,,2014-05-14,
Kepler-214,b,Transit,15.660544,0.13,,,,,2014-05-14,
Kepler-406,b,Transit,2.42629,,,0.02,,1.07,2014-05-14,
Kepler-406,c,Transit,4.62332,,,0.009,,1.07,2014-05-14,
Kepler-1518,b,Transit,5.11177904,,,,1140.,1.54,2016-05-10,
Kepler-802,b,Transit,40.0587473,,,,828.,0.93,2016-05-10,
Kepler-983,b,Transit,60.0855082,,,,655.,1.13,2016-05-10,
Kepler-648,b,Transit,17.4211749,,,,665.,1.05,2016-05-10,
Kepler-560,b,Transit,18.47764449,,,,88.,0.34,2016-05-10,
Kepler-727,b,Transit,5.15448442,,,,892.,0.89,2016-05-10,
Kepler-963,b,Transit,9.97683705,,,,786.,0.91,2016-05-10,
Kepler-1067,b,Transit,0.76212926,,,,689.,0.95,2016-05-10,
Kepler-177,b,Transit,36.855,,,0.006,,1.07,2014-05-14,
Kepler-177,c,Transit,49.412,,,0.024,,1.07,2014-05-14,
Kepler-805,b,Transit,30.8638931,,,,657.,1.19,2016-05-10,
Kepler-980,b,Transit,11.55102504,,,,804.,1.05,2016-05-10,
Kepler-610,b,Transit,6.99692655,,,,1113.,1.1,2016-05-10,
Kepler-610,c,Transit,151.86392,,,,1113.,1.1,2016-05-10,
Kepler-1045,b,Transit,26.41045478,,,,971.,0.86,2016-05-10,
Kepler-649,b,Transit,29.90722674,,,,525.,0.97,2016-05-10,
Kepler-1450,b,Transit,54.5094166,,,,490.,0.71,2016-05-10,
Kepler-1394,b,Transit,3.93766373,,,,820.,1.64,2016-05-10,
Kepler-421,b,Transit,704.1984,1.219,0.041,,320.,0.79,2014-07-23,
Kepler-561,c,Transit,5.35016198,,,,667.,0.96,2016-05-10,
Kepler-561,b,Transit,58.3620495,,,,667.,0.96,2016-05-10,
Kepler-1427,b,Transit,0.96897238,,,,1220.,1.01,2016-05-10,
Kepler-728,b,Transit,5.74347727,,,,1236.,0.95,2016-05-10,
Kepler-395,c,Transit,34.989262,0.177,,,,0.53,2014-05-14,
Kepler-395,b,Transit,7.054346,0.061,,,,0.53,2014-05-14,
Kepler-1634,b,Transit,374.876239,,,,654.,0.92,2016-05-10,
Kepler-410 A,b,Transit,17.833648,0.1226,0.17,,132.,1.21,2014-05-14,
Kepler-1149,b,Transit,3.73089898,,,,1023.,1.02,2016-05-10,
Kepler-650,b,Transit,3.03214559,,,,805.,1.08,2016-05-10,
