# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Apr 26 12:47:48 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN st_mass:        Stellar Mass [Solar mass]
#
rowid,pl_hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_mass
1388,Kepler-34,288.82200000,1.089600,0.182000,0.22000,1.05
1389,Kepler-340,14.84438700,0.134000,,,2.11
1390,Kepler-340,22.82466900,0.178000,,,2.11
1391,Kepler-341,5.19552800,0.060000,,,0.94
1392,Kepler-341,8.01041000,0.080000,,,0.94
1393,Kepler-341,27.66631300,0.182000,,,0.94
1394,Kepler-341,42.47326900,0.242000,,,0.94
1395,Kepler-342,15.17031800,0.128000,,,1.13
1396,Kepler-342,26.23413800,0.185000,,,1.13
1397,Kepler-342,39.45935700,0.242000,,,1.13
1398,Kepler-343,8.96855000,0.088000,,,1.04
1399,Kepler-343,23.22182000,0.167000,,,1.04
1400,Kepler-344,21.96394500,0.153000,,,0.90
1401,Kepler-344,125.59680900,0.488000,,,0.90
1402,Kepler-345,7.41556300,0.066000,,,0.59
1403,Kepler-345,9.38742700,0.077000,,,0.59
1404,Kepler-346,6.51112700,0.071000,,,0.97
1405,Kepler-346,23.85154900,0.168000,,,0.97
1406,Kepler-347,12.79836000,0.110000,,,1.04
1407,Kepler-347,27.32087100,0.183000,,,1.04
1408,Kepler-348,7.05677000,0.076000,,,1.15
1409,Kepler-348,17.26542700,0.138000,,,1.15
1410,Kepler-349,5.92977800,0.065000,,,0.97
1411,Kepler-349,12.24762900,0.105000,,,0.97
1412,Kepler-35,131.45800000,0.603470,0.042000,0.12700,0.89
1413,Kepler-350,11.18956200,0.104000,,,1.00
1414,Kepler-350,17.84900000,,,0.01900,1.00
1415,Kepler-350,26.13600000,,,0.04700,1.00
1416,Kepler-351,37.05491900,0.214000,,,0.89
1417,Kepler-351,57.24809000,0.287000,,,0.89
1418,Kepler-352,10.05537000,0.085000,,,0.79
1419,Kepler-352,16.33299500,0.118000,,,0.79
1420,Kepler-353,5.79527800,0.051000,,,0.54
1421,Kepler-353,8.41089400,0.065000,,,0.54
1422,Kepler-354,5.47666000,0.054000,,,0.65
1423,Kepler-354,16.93440200,0.115000,,,0.65
1424,Kepler-354,24.20984200,0.146000,,,0.65
1425,Kepler-355,11.03189000,0.102000,,,1.05
1426,Kepler-355,25.76229400,0.179000,,,1.05
1427,Kepler-356,4.61269600,0.057000,,,0.97
1428,Kepler-356,13.12163200,0.115000,,,0.97
1429,Kepler-357,6.47543400,0.063000,,,0.78
1430,Kepler-357,16.85837000,0.120000,,,0.78
1431,Kepler-357,49.49987500,0.246000,,,0.78
1432,Kepler-358,34.06046700,0.210000,,,0.95
1433,Kepler-358,83.48836900,0.381000,,,0.95
1434,Kepler-359,25.56322200,0.178000,,,1.07
1435,Kepler-359,57.68802000,0.307000,,,1.07
1436,Kepler-359,77.09569100,0.372000,,,1.07
1437,Kepler-36,13.83989000,0.115300,0.039000,0.01400,1.07
1438,Kepler-36,16.23855000,0.128300,0.033000,0.02500,1.07
1439,Kepler-360,3.28967200,0.044000,,,0.95
1440,Kepler-360,7.18643400,0.075000,,,0.95
1441,Kepler-361,8.48661600,0.086000,,,1.07
1442,Kepler-361,55.18802300,0.300000,,,1.07
1443,Kepler-362,10.32718600,0.087000,,,0.77
1444,Kepler-362,37.86628100,0.207000,,,0.77
1445,Kepler-363,3.61456800,0.048000,,,1.23
1446,Kepler-363,7.54242700,0.079000,,,1.23
1447,Kepler-363,11.93212500,0.107000,,,1.23
1448,Kepler-364,25.74571800,0.178000,,,1.20
1449,Kepler-364,59.98062700,0.312000,,,1.20
1450,Kepler-365,10.66490300,0.098000,,,0.99
1451,Kepler-365,17.78412900,0.137000,,,0.99
1452,Kepler-366,3.28195900,0.045000,,,1.05
1453,Kepler-366,12.51616000,0.110000,,,1.05
1454,Kepler-367,37.81572400,0.201000,,,0.75
1455,Kepler-367,53.57863700,0.253000,,,0.75
1456,Kepler-368,26.84768000,0.186000,,,0.71
1457,Kepler-368,72.37933400,0.360000,,,0.71
1458,Kepler-369,2.73275600,0.030000,,,0.54
1459,Kepler-369,14.87157200,0.094000,,,0.54
1460,Kepler-37,13.36730800,0.100300,,,0.80
1461,Kepler-37,21.30188600,0.136800,,,0.80
1462,Kepler-37,39.79218700,0.207600,,,0.80
1463,Kepler-37,51.19600000,,,,0.80
1464,Kepler-370,4.57953000,0.054000,,,0.94
1465,Kepler-370,19.02293000,0.140000,,,0.94
1466,Kepler-371,34.76327800,0.200000,,,0.94
1467,Kepler-371,67.96801500,0.313000,,,0.94
1468,Kepler-372,6.84969200,0.075000,,,1.15
1469,Kepler-372,20.05376300,0.154000,,,1.15
1470,Kepler-372,30.09256800,0.201000,,,1.15
1471,Kepler-373,5.53530900,0.060000,,,0.87
1472,Kepler-373,16.72594800,0.126000,,,0.87
1473,Kepler-374,1.89780600,0.029000,,,0.84
1474,Kepler-374,3.28280700,0.042000,,,0.84
1475,Kepler-374,5.02821900,0.056000,,,0.84
1476,Kepler-375,12.12593400,0.101000,,,0.89
1477,Kepler-375,19.98632600,0.141000,,,0.89
1478,Kepler-376,4.92019900,0.057000,,,1.05
1479,Kepler-376,14.17232700,0.115000,,,1.05
1480,Kepler-377,12.50952900,0.109000,,,0.88
1481,Kepler-377,27.01497600,0.182000,,,0.88
1482,Kepler-378,16.09236100,0.112000,,,0.96
1483,Kepler-378,28.90600900,0.166000,,,0.96
1484,Kepler-379,20.09838000,0.152000,,,1.08
1485,Kepler-379,62.78469700,0.326000,,,1.08
1486,Kepler-38,105.59900000,0.463200,0.032000,0.38400,0.94
1487,Kepler-380,3.93082100,0.050000,,,1.05
1488,Kepler-380,7.63000400,0.078000,,,1.05
1489,Kepler-381,5.62902100,0.066000,,,1.34
1490,Kepler-381,13.39163500,0.117000,,,1.34
1491,Kepler-382,5.26215500,0.055000,,,0.80
1492,Kepler-382,12.16270100,0.097000,,,0.80
1493,Kepler-383,12.90453200,0.095000,,,0.67
1494,Kepler-383,31.20075100,0.172000,,,0.67
1495,Kepler-384,22.59705300,0.148000,,,0.76
1496,Kepler-384,45.34826900,0.236000,,,0.76
1497,Kepler-385,10.04368600,0.097000,,,1.09
1498,Kepler-385,15.16316100,0.127000,,,1.09
1499,Kepler-386,12.31043000,0.096000,,,0.74
1500,Kepler-386,25.19345800,0.155000,,,0.74
1501,Kepler-387,6.79163600,0.068000,,,1.03
1502,Kepler-387,11.83754900,0.098000,,,1.03
1503,Kepler-388,3.17331500,0.036000,,,0.59
1504,Kepler-388,13.29700400,0.093000,,,0.59
1505,Kepler-389,3.24410700,0.041000,,,0.78
1506,Kepler-389,14.51143000,0.110000,,,0.78
1507,Kepler-39,21.08721000,0.164000,0.112000,20.10000,1.29
1508,Kepler-390,6.73808800,0.065000,,,0.67
1509,Kepler-390,13.06002200,0.101000,,,0.67
1510,Kepler-391,7.41675500,0.082000,,,1.22
1511,Kepler-391,20.48543500,0.161000,,,1.22
1512,Kepler-392,5.34185300,0.059000,,,1.13
1513,Kepler-392,10.42311800,0.093000,,,1.13
1514,Kepler-393,9.18241700,0.091000,,,1.32
1515,Kepler-393,14.61361200,0.124000,,,1.32
1516,Kepler-394,8.00501300,0.083000,,,1.11
1517,Kepler-394,12.13068600,0.110000,,,1.11
1518,Kepler-395,7.05434600,0.061000,,,0.53
1519,Kepler-395,34.98926200,0.177000,,,0.53
1520,Kepler-396,42.99400000,,,0.23800,0.85
1521,Kepler-396,88.50500000,,,0.05600,0.85
1522,Kepler-397,22.25094900,0.144000,,,
1523,Kepler-397,135.49852700,0.480000,,,
1524,Kepler-398,4.08142300,0.044000,,,
1525,Kepler-398,11.41941200,0.087000,,,
1526,Kepler-399,14.42528100,0.103000,,,
1527,Kepler-399,26.67569000,0.155000,,,
1528,Kepler-399,58.03461600,0.261000,,,
1529,Kepler-4,3.21346000,0.045600,0.000000,0.07700,1.22
1530,Kepler-40,6.87349000,0.080000,0.000000,2.20000,1.48
1531,Kepler-400,9.02438900,0.087000,,,
1532,Kepler-400,17.34082400,0.134000,,,
1533,Kepler-401,14.38303500,0.122000,,,
1534,Kepler-401,47.31821800,0.269000,,,
1535,Kepler-402,4.02875100,0.051000,,,
1536,Kepler-402,6.12482100,0.068000,,,
1537,Kepler-402,8.92109900,0.087000,,,
1538,Kepler-402,11.24286100,0.102000,,,
1539,Kepler-403,7.03146200,0.076000,,,
1540,Kepler-403,54.28074900,0.297000,,,
1541,Kepler-404,11.82985100,0.102000,,,
1542,Kepler-404,14.75116600,0.118000,,,
1543,Kepler-405,10.61383900,0.095000,,,
1544,Kepler-405,29.72668200,0.188000,,,
1545,Kepler-406,2.42629000,,,0.02000,1.07
1546,Kepler-406,4.62332000,,,0.00900,1.07
1547,Kepler-407,0.66931000,,,0.00020,1.00
1548,Kepler-407,3000.00000000,,,12.60000,1.00
1549,Kepler-408,2.46502000,,,0.00200,1.08
1550,Kepler-409,68.95840000,,,0.00800,0.92
1551,Kepler-41,1.85555770,0.023960,,0.56000,1.12
1552,Kepler-410 A,17.83364800,0.122600,0.170000,,1.21
1553,Kepler-411,3.00516000,0.038000,0.000000,,0.83
1554,Kepler-412,1.72086040,0.028970,,0.94100,1.17
1555,Kepler-413,66.26200000,0.355300,0.118100,0.21100,0.82
1556,Kepler-414,4.70000000,,,0.01100,0.89
1557,Kepler-414,7.17100000,,,0.09400,0.89
1558,Kepler-415,4.17600000,,,0.37700,0.67
1559,Kepler-415,8.70800000,,,,0.67
1560,Kepler-416,6.31900000,,,0.18300,1.00
1561,Kepler-416,12.20900000,,,,1.00
1562,Kepler-417,12.33100000,,,0.03500,0.90
1563,Kepler-417,15.94300000,,,,0.90
1564,Kepler-418,86.67856000,,0.200000,1.10000,0.98
1565,Kepler-419,69.75460000,0.370000,0.833000,2.50000,1.39
1566,Kepler-419,675.47000000,1.680000,0.184000,7.30000,1.39
1567,Kepler-42,1.21376720,0.011600,,,0.13
1568,Kepler-42,0.45328509,0.006000,,,0.13
1569,Kepler-42,1.86516900,0.015400,,,0.13
1570,Kepler-420,86.64766100,0.382000,0.772000,1.45000,0.99
1571,Kepler-421,704.19840000,1.219000,0.041000,,0.79
1572,Kepler-422,7.89144830,0.082000,,0.43000,1.15
1573,Kepler-423,2.68432850,0.035850,0.019000,0.59500,0.85
1574,Kepler-424,3.31186440,0.044000,,1.03000,1.01
1575,Kepler-424,223.30000000,0.730000,,6.97000,1.01
1576,Kepler-425,3.79701816,0.046400,0.330000,0.25000,0.93
1577,Kepler-426,3.21751883,0.041400,0.180000,0.34000,0.91
1578,Kepler-427,10.29099400,0.091000,0.570000,0.29000,0.96
1579,Kepler-428,3.52563254,0.043300,0.220000,1.27000,0.87
1580,Kepler-43,3.02409490,0.046000,,3.23000,1.32
1581,Kepler-430,35.96800000,0.224400,,,1.17
1582,Kepler-430,110.97900000,0.475700,,,1.17
1583,Kepler-431,6.80300000,0.071900,,,1.07
1584,Kepler-431,8.70300000,0.084700,,,1.07
1585,Kepler-431,11.92200000,0.104500,,,1.07
1586,Kepler-432,52.50112900,0.301000,0.513400,5.41000,1.32
1587,Kepler-432,406.20000000,,0.498000,2.43000,1.32
1588,Kepler-433,5.33408384,0.067900,0.119000,2.82000,1.46
1589,Kepler-434,12.87470990,0.114300,0.131000,2.86000,1.20
1590,Kepler-435,8.60015360,0.094800,0.114000,0.84000,1.54
1591,Kepler-436,64.00205000,0.339000,0.190000,,0.73
1592,Kepler-437,66.65062000,0.288000,0.020000,,0.71
1593,Kepler-438,35.23319000,0.166000,0.030000,,0.54
1594,Kepler-439,178.13960000,0.563000,0.030000,,0.88
1595,Kepler-44,3.24672930,0.044600,0.066000,1.00000,1.12
1596,Kepler-440,101.11141000,0.242000,0.340000,,0.57
1597,Kepler-441,207.24820000,0.640000,0.100000,,0.57
1598,Kepler-442,112.30530000,0.409000,0.040000,,0.61
1599,Kepler-443,177.66930000,0.495000,0.110000,,0.74
1600,Kepler-444,3.60010530,0.041780,0.160000,,0.76
1601,Kepler-444,4.54588410,0.048810,0.310000,,0.76
1602,Kepler-444,6.18939200,0.060000,0.180000,,0.76
1603,Kepler-444,7.74349300,0.069600,0.100000,,0.76
1604,Kepler-444,9.74048600,0.081100,0.290000,,0.76
1605,Kepler-445,2.98415100,,0.000000,,0.18
1606,Kepler-445,4.87122900,,0.000000,,0.18
1607,Kepler-445,8.15275000,,0.000000,,0.18
1608,Kepler-446,1.56540900,,0.000000,,0.22
1609,Kepler-446,3.03617900,,0.000000,,0.22
1610,Kepler-446,5.14892100,,0.000000,,0.22
1611,Kepler-447,7.79430132,0.076900,0.123000,1.37000,1.00
1612,Kepler-449,12.58242000,,0.030000,,0.97
1613,Kepler-449,33.67270000,,0.050000,,0.97
1614,Kepler-45,2.45523900,0.030000,0.110000,0.50500,0.59
1615,Kepler-450,28.45485100,,0.020000,,1.35
1616,Kepler-450,15.41313500,,0.020000,,1.35
1617,Kepler-450,7.51464000,,0.140000,,1.35
1618,Kepler-452,384.84300000,1.046000,,,1.04
1619,Kepler-453,240.50300000,0.790300,0.035900,0.00063,0.94
1620,Kepler-454,10.57375339,0.095400,0.000000,0.02152,1.03
1621,Kepler-454,523.90000000,,0.021400,4.46000,1.03
1622,Kepler-46,33.60134000,0.196800,0.010000,6.00000,0.90
1623,Kepler-46,57.01100000,0.279900,0.014600,0.37600,0.90
1624,Kepler-46,6.76658900,0.067000,,,0.90
1625,Kepler-47,49.53200000,0.296200,0.035000,2.00000,1.05
1626,Kepler-47,303.13700000,0.991000,0.411000,28.00000,1.05
1627,Kepler-48,4.77798030,,,5.94000,0.88
1628,Kepler-48,9.67392830,,,11.61000,0.88
1629,Kepler-48,42.89610000,,,0.02500,0.88
1630,Kepler-48,982.00000000,,,2.06700,0.88
1631,Kepler-49,7.20379450,,,0.98000,0.55
1632,Kepler-49,10.91293430,,,0.72000,0.55
1633,Kepler-49,2.57654900,0.031000,,,0.55
1634,Kepler-49,18.59610800,0.116000,,,0.55
1635,Kepler-5,3.54846570,0.053800,,2.11100,1.37
1636,Kepler-50,7.81254000,0.077000,,,1.24
1637,Kepler-50,9.37647000,0.087000,,,1.24
1638,Kepler-51,45.15400000,0.251400,0.040000,0.00700,1.04
1639,Kepler-51,85.31200000,0.384000,0.014000,0.01300,1.04
1640,Kepler-51,130.19400000,0.509000,0.008000,0.02400,1.04
1641,Kepler-52,7.87735650,,,8.70000,0.54
1642,Kepler-52,16.38500210,,,10.41000,0.54
1643,Kepler-52,36.44517100,0.182000,,,0.54
1644,Kepler-53,18.64895250,,,18.41000,0.98
1645,Kepler-53,38.55830380,,,15.74000,0.98
1646,Kepler-53,9.75196200,0.091000,,,0.98
1647,Kepler-54,8.01094340,,,0.92000,0.51
1648,Kepler-54,12.07172490,,,0.37000,0.51
1649,Kepler-54,20.99569400,0.126000,,,0.51
1650,Kepler-55,27.94814490,,,1.49000,0.62
1651,Kepler-55,42.15164180,,,1.11000,0.62
1652,Kepler-55,2.21109900,0.029000,,,0.62
1653,Kepler-55,4.61753400,0.048000,,,0.62
1654,Kepler-55,10.19854500,0.081000,,,0.62
1655,Kepler-56,10.50160000,0.102800,,0.07000,1.32
1656,Kepler-56,21.40239000,0.165200,,0.57000,1.32
1657,Kepler-57,5.72931960,,,18.86000,0.83
1658,Kepler-57,11.60925670,,,6.95000,0.83
1659,Kepler-58,10.21849540,,,1.39000,0.95
1660,Kepler-58,15.57415680,,,2.19000,0.95
1661,Kepler-58,40.10137100,0.236000,,,0.95
1662,Kepler-59,11.86817070,,,2.05000,1.04
1663,Kepler-59,17.98012350,,,1.37000,1.04
1664,Kepler-6,3.23469960,0.048520,,0.66800,1.21
1665,Kepler-60,7.13340000,,,0.01318,1.04
1666,Kepler-60,8.91870000,,,0.01211,1.04
1667,Kepler-60,11.89810000,,,0.01309,1.04
1668,Kepler-61,59.87756000,,0.250000,,0.64
1669,Kepler-62,5.71493200,0.055300,,0.03000,0.69
1670,Kepler-62,12.44170000,0.092900,,0.01300,0.69
1671,Kepler-62,18.16406000,0.120000,,0.04400,0.69
1672,Kepler-62,122.38740000,0.427000,,0.11300,0.69
1673,Kepler-62,267.29100000,0.718000,,0.11000,0.69
1674,Kepler-63,9.43415050,0.080000,0.450000,0.37800,0.98
1675,Kepler-65,2.15491000,0.035000,,,1.25
1676,Kepler-65,5.85994400,0.068000,,,1.25
1677,Kepler-65,8.13123000,0.084000,,,1.25
1678,Kepler-66,17.81581500,0.135200,,,1.04
1679,Kepler-67,15.72590000,0.117100,,,0.86
1680,Kepler-68,5.39876300,0.061700,0.000000,0.02600,1.08
1681,Kepler-68,9.60508500,0.090590,0.000000,0.01500,1.08
1682,Kepler-68,580.00000000,1.400000,0.180000,0.94700,1.08
1683,Kepler-69,13.72234100,0.094000,0.160000,,0.81
1684,Kepler-69,242.46130000,0.640000,0.140000,,0.81
1685,Kepler-7,4.88548920,0.060670,,0.44100,1.36
1686,Kepler-74,7.34071100,0.078100,0.000000,0.63000,1.18
1687,Kepler-75,8.88491160,0.081800,0.570000,10.10000,0.91
1688,Kepler-76,1.54492980,0.027400,,2.01000,1.20
1689,Kepler-77,3.57878087,0.045010,0.000000,0.43000,0.95
1690,Kepler-78,0.35500000,,0.000000,0.00600,0.76
1691,Kepler-79,13.48450000,0.117000,0.015000,0.03430,1.17
1692,Kepler-79,27.40290000,0.187000,0.030000,0.01900,1.17
1693,Kepler-79,52.09020000,0.287000,0.025000,0.01900,1.17
1694,Kepler-79,81.06590000,0.386000,0.012000,0.01300,1.17
1695,Kepler-8,3.52249910,0.047400,,0.59000,1.21
1696,Kepler-80,7.05300000,,,,0.72
1697,Kepler-80,9.52200000,,,,0.72
1698,Kepler-80,3.07218600,0.037000,,,0.72
1699,Kepler-80,4.64538700,0.049000,,,0.72
1700,Kepler-81,5.95500000,,,,0.64
1701,Kepler-81,12.04000000,,,,0.64
1702,Kepler-81,20.83784600,0.128000,,,0.64
1703,Kepler-82,26.44400000,,,,0.85
1704,Kepler-82,51.53800000,,,,0.85
1705,Kepler-82,2.38296100,0.034000,,,0.85
1706,Kepler-82,5.90220600,0.063000,,,0.85
1707,Kepler-83,9.77000000,,,,0.66
1708,Kepler-83,20.09000000,,,,0.66
1709,Kepler-83,5.16979600,0.051000,,,0.66
1710,Kepler-84,8.72600000,,,,1.00
1711,Kepler-84,12.88300000,,,,1.00
1712,Kepler-84,4.22453700,0.052000,,,1.00
1713,Kepler-84,27.43438900,0.181000,,,1.00
1714,Kepler-84,44.55216900,0.250000,,,1.00
1715,Kepler-85,8.30600000,,,,0.92
1716,Kepler-85,12.51300000,,,,0.92
1717,Kepler-85,17.91323000,0.130000,,,0.92
1718,Kepler-85,25.21675100,0.163000,,,0.92
1719,Kepler-87,114.73635000,0.481000,0.036000,1.02000,1.10
1720,Kepler-87,191.23180000,0.676000,0.039000,0.02000,1.10
1721,Kepler-9,19.24000000,0.140000,0.150000,0.25200,1.07
1722,Kepler-9,38.91000000,0.225000,0.130000,0.17100,1.07
1723,Kepler-9,1.59285100,0.027300,,,1.07
1724,Kepler-91,6.24658000,0.073100,,0.81000,1.31
1725,Kepler-92,13.74900000,,,0.20200,1.21
1726,Kepler-92,26.72300000,,,0.01900,1.21
1727,Kepler-92,49.35680000,,0.070000,,1.21
1728,Kepler-93,4.72673978,0.053000,0.000000,0.01265,0.91
1729,Kepler-93,1460.00000000,,,3.00000,0.91
1730,Kepler-94,2.50806000,,,0.03400,0.81
1731,Kepler-94,820.30000000,,,9.83600,0.81
1732,Kepler-95,11.52310000,,,0.04100,1.08
1733,Kepler-96,16.23850000,,,0.02700,1.00
1734,Kepler-97,2.58664000,,,0.01100,0.94
1735,Kepler-97,789.00000000,,,1.08000,0.94
1736,Kepler-98,1.54168000,,,0.01100,0.99
1737,Kepler-99,4.60358000,,,0.01900,0.79
1738,LkCa 15,,14.700000,,,
1739,LkCa 15,,18.600000,,,
1740,Lupus-TR-3,3.91405000,0.046400,0.000000,0.81000,0.87
1741,MOA 2007-BLG-192L,,0.620000,,0.01000,0.06
1742,MOA 2007-BLG-400L,,0.720000,,0.83000,0.30
1743,MOA 2008-BLG-310L,,1.250000,,0.23000,0.67
1744,MOA 2008-BLG-379L,,3.300000,,4.10000,0.56
1745,MOA 2009-BLG-266L,2774.00000000,3.200000,,0.03300,0.56
1746,MOA 2009-BLG-319L,,2.400000,,0.16000,0.38
1747,MOA 2009-BLG-387L,1982.00000000,1.820000,,2.56000,0.19
1748,MOA 2010-BLG-073L,,1.210000,,11.00000,0.16
1749,MOA 2010-BLG-328L,,0.920000,,0.02895,0.11
1750,MOA 2010-BLG-477L,,2.000000,,1.50000,0.67
1751,MOA 2011-BLG-028L,,4.140000,,0.09439,0.75
1752,MOA 2011-BLG-262L,,0.840000,,0.05663,0.12
1753,MOA 2011-BLG-293L,,1.100000,,4.80000,0.86
1754,MOA 2011-BLG-322L,,4.300000,,11.60000,0.39
1755,MOA-bin-1L,,8.300000,,3.70000,0.75
1756,NGC 2682 Sand 364,121.71000000,,0.350000,1.54000,1.35
1757,NGC 2682 YBP 1194,6.95800000,,0.240000,0.34000,1.01
1758,NGC 2682 YBP 1514,5.11800000,,0.390000,0.40000,0.96
1759,NGC 4349 127,677.80000000,2.380000,0.190000,19.80000,3.90
1760,NN Ser,5573.55000000,5.350000,0.080000,7.33000,0.54
1761,NN Ser,2883.50000000,3.430000,0.190000,2.30000,0.54
1762,NY Vir,2985.70000000,,0.440000,2.78000,
1763,OGLE 2003-BLG-235L,,4.300000,,2.60000,0.63
1764,OGLE 2005-BLG-169L,,3.500000,,0.04436,0.69
1765,OGLE 2005-BLG-390L,3285.00000000,2.600000,,0.01700,0.22
1766,OGLE 2005-BLG-71L,,3.600000,,3.80000,0.46
1767,OGLE 2006-BLG-109L,1788.50000000,2.300000,,0.73000,0.51
1768,OGLE 2006-BLG-109L,4927.50000000,4.500000,0.150000,0.27000,0.51
1769,OGLE 2007-BLG-368L,,3.300000,,0.06000,0.64
1770,OGLE 2008-BLG-355L,,1.700000,,4.60000,0.37
1771,OGLE 2008-BLG-92L,,18.000000,,0.18000,0.71
1772,OGLE 2011-BLG-251L,,2.720000,,0.53000,0.26
1773,OGLE 2011-BLG-265L,,1.890000,,0.88000,0.21
1774,OGLE 2012-BLG-0563L,,0.900000,,0.39000,0.34
1775,OGLE 2012-BLG-26L,,3.820000,,0.11000,0.82
1776,OGLE 2012-BLG-26L,,4.630000,,0.68000,0.82
1777,OGLE 2012-BLG-358L,,0.870000,,1.85000,0.02
1778,OGLE 2012-BLG-406L,,3.450000,,2.73000,0.44
1779,OGLE 2013-BLG-0723L B,,0.340000,,0.00217,0.03
1780,OGLE 2013-BLG-102L,,0.800000,,12.56900,0.10
1781,OGLE 2013-BLG-341L B,,0.883000,,0.00730,0.15
1782,OGLE 2014-BLG-124L,,3.110000,,0.51000,0.71
1783,OGLE 2015-BLG-0966L,,2.100000,,0.06607,0.38
1784,OGLE-TR-056,1.21191890,0.023830,,1.39000,1.23
1785,OGLE-TR-10,3.10127800,0.043400,,0.62000,1.14
1786,OGLE-TR-111,4.01444630,0.047300,,,0.85
1787,OGLE-TR-113,1.43247520,0.022890,,1.26000,0.78
1788,OGLE-TR-132,1.68986800,0.030350,,1.18000,1.30
1789,OGLE-TR-182,3.97910000,0.051000,0.000000,1.01000,1.14
1790,OGLE-TR-211,3.67724000,0.051000,0.000000,1.03000,1.33
1791,OGLE2-TR-L9,2.48553350,0.030800,,4.50000,1.52
1792,Oph 11,7300000.00000000,243.000000,,14.00000,0.02
1793,PH1,138.31700000,0.652000,0.070200,0.53100,1.53
1794,PH2,282.52550000,0.828000,0.410000,,0.94
1795,POTS-1,3.16062960,0.037340,,2.31000,0.69
1796,PSR B1257+12,25.26200000,0.190000,0.000000,0.00006,
1797,PSR B1257+12,66.54190000,0.360000,0.018600,0.01353,
1798,PSR B1257+12,98.21140000,0.460000,,0.01227,
1799,PSR B1620-26,,23.000000,,2.50000,1.35
1800,PSR J1719-1438,0.09070629,0.004400,0.060000,1.20000,1.40
1801,Pr0201,4.42640000,,0.000000,0.54000,1.23
1802,Pr0211,2.14610000,0.031760,0.011000,1.88000,0.94
1803,Pr0211,4850.00000000,5.500000,0.710000,7.79000,0.94
1804,Qatar-1,1.42002406,0.022980,,1.27500,0.80
1805,Qatar-2,1.33711647,0.021530,0.000000,2.49400,0.74
1806,ROXs 12,,210.000000,,16.00000,0.87
1807,ROXs 42 B,,157.000000,,9.00000,1.00
1808,RR Cae,4343.50000000,5.300000,0.000000,4.20000,0.44
1809,Ross 458,,1168.000000,,6.28536,
1810,SR 12 AB,,,,13.00000,
1811,SWEEPS-11,1.79600000,0.030000,,9.70000,1.10
1812,SWEEPS-4,4.20000000,0.055000,,3.80000,1.24
1813,TYC 1422-614-1,198.40000000,0.690000,0.060000,2.50000,1.15
1814,TYC 1422-614-1,559.30000000,1.370000,0.048000,10.00000,1.15
1815,TYC 3667-1280-1,26.46800000,0.210000,0.036000,5.40000,1.87
1816,TrES-1,3.03006500,0.039250,,0.75200,0.88
1817,TrES-2,2.47061317,0.036700,,1.19700,0.98
1818,TrES-3,1.30618581,0.022820,0.000000,1.91000,0.93
1819,TrES-4,3.55394500,0.050910,0.000000,0.91900,1.40
1820,TrES-5,1.48224686,0.024590,,1.79000,0.90
1821,USco CTIO 108,,670.000000,,14.00000,0.06
1822,UZ For,5840.00000000,5.900000,0.040000,6.30000,0.70
1823,UZ For,1916.25000000,2.800000,0.050000,7.70000,0.70
1824,V0391 Peg,1170.00000000,1.700000,0.000000,3.20000,0.50
1825,VHS J125601.92-125723.9,,102.000000,,11.20000,0.07
1826,WASP-1,2.51994540,0.038890,0.000000,0.85400,1.24
1827,WASP-10,3.09276160,0.037810,,3.15000,0.75
1828,WASP-100,2.84937500,0.045700,0.000000,2.03000,1.57
1829,WASP-101,3.58572200,0.050600,0.000000,0.50000,1.34
1830,WASP-103,0.92554200,0.019850,,1.49000,1.22
1831,WASP-104,1.75541370,0.029180,0.000000,1.27200,1.08
1832,WASP-106,9.28971500,0.091700,0.000000,1.92500,1.19
1833,WASP-11,3.72247470,0.043500,0.000000,0.48700,0.83
1834,WASP-117,10.02165000,0.094590,0.302000,0.27550,1.13
1835,WASP-12,1.09142300,0.022900,0.049000,1.41000,1.35
1836,WASP-13,4.35301100,0.053620,0.000000,0.47700,1.09
1837,WASP-135,1.40137940,0.024300,0.000000,1.90000,0.98
1838,WASP-14,2.24375200,0.036000,0.091000,7.34100,1.21
1839,WASP-15,3.75206560,0.049900,0.000000,0.54200,1.18
1840,WASP-16,3.11860090,0.042100,0.000000,0.85500,1.02
1841,WASP-17,3.73544170,0.051000,0.129000,0.49000,1.20
1842,WASP-18,0.94145299,0.020260,0.009200,10.43000,1.28
1843,WASP-19,0.78884000,0.016550,0.004600,1.16800,0.94
1844,WASP-2,2.15222600,0.031380,,0.91500,0.89
1845,WASP-20,4.89962840,0.060000,0.000000,0.31100,1.20
1846,WASP-21,4.32248200,0.052000,0.000000,0.30000,0.89
1847,WASP-22,3.53273064,0.048900,,0.61700,1.25
1848,WASP-23,2.94442560,0.037600,0.062000,0.88400,0.78
1849,WASP-24,2.34121242,0.036510,0.000000,1.07100,1.18
1850,WASP-25,3.76482500,0.047300,0.000000,0.58000,1.00
1851,WASP-26,2.75660040,0.039850,0.000000,1.02800,1.11
