# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 29 06:57:43 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN pl_name:        Planet Name
# COLUMN pl_massj:       Planet Mass [Jupiter mass]
#
rowid,pl_hostname,pl_letter,pl_orbper,pl_orbsmax,pl_orbeccen,pl_bmassj,st_dist,st_mass,pl_name,pl_massj
850,Kepler-145,c,42.88200000,,,0.25000,,1.32,Kepler-145 c,0.25000
851,Kepler-146,b,31.15879900,0.200000,,,,,Kepler-146 b,
852,Kepler-146,c,76.73217100,0.364000,,,,,Kepler-146 c,
853,Kepler-147,b,12.61058400,0.113000,,,,1.01,Kepler-147 b,
854,Kepler-147,c,33.41642300,0.216000,,,,1.01,Kepler-147 c,
855,Kepler-148,b,1.72936600,0.028000,,,,,Kepler-148 b,
856,Kepler-148,c,4.18004300,0.050000,,,,,Kepler-148 c,
857,Kepler-149,b,29.19894300,0.184000,,,,,Kepler-149 b,
858,Kepler-149,c,55.32832800,0.281000,,,,,Kepler-149 c,
859,Kepler-149,d,160.01803200,0.571000,,,,,Kepler-149 d,
860,Kepler-15,b,4.94278200,0.057140,0.060000,0.66000,,1.02,Kepler-15 b,0.66000
861,Kepler-150,b,3.42805400,0.044000,,,,,Kepler-150 b,
862,Kepler-150,c,7.38199800,0.073000,,,,,Kepler-150 c,
863,Kepler-150,d,12.56093000,0.104000,,,,,Kepler-150 d,
864,Kepler-150,e,30.82655700,0.189000,,,,,Kepler-150 e,
865,Kepler-151,b,15.22895800,0.116000,,,,0.83,Kepler-151 b,
866,Kepler-151,c,24.67461200,0.160000,,,,0.83,Kepler-151 c,
867,Kepler-152,b,18.20797300,0.124000,,,,,Kepler-152 b,
868,Kepler-152,c,88.25505500,0.356000,,,,,Kepler-152 c,
869,Kepler-153,b,18.87022700,0.129000,,,,,Kepler-153 b,
870,Kepler-153,c,46.90232000,0.237000,,,,,Kepler-153 c,
871,Kepler-154,b,33.04053200,0.198000,,,,0.89,Kepler-154 b,
872,Kepler-154,c,62.30327600,0.303000,,,,0.89,Kepler-154 c,
873,Kepler-155,b,5.93119400,0.056000,,,,0.58,Kepler-155 b,
874,Kepler-155,c,52.66179300,0.242000,,,,0.58,Kepler-155 c,
875,Kepler-156,b,4.97345600,0.054000,,,,,Kepler-156 b,
876,Kepler-156,c,15.90680100,0.117000,,,,,Kepler-156 c,
877,Kepler-157,b,1.73234200,0.028000,,,,,Kepler-157 b,
878,Kepler-157,c,13.54050000,0.110000,,,,,Kepler-157 c,
879,Kepler-158,b,16.70918400,0.111000,,,,,Kepler-158 b,
880,Kepler-158,c,28.55138300,0.158000,,,,,Kepler-158 c,
881,Kepler-159,b,10.13962300,0.082000,,,,,Kepler-159 b,
882,Kepler-159,c,43.59579200,0.218000,,,,,Kepler-159 c,
883,Kepler-16,b,228.77600000,0.704800,0.006900,0.33300,61.00,0.69,Kepler-16 b,0.33300
884,Kepler-160,b,4.30942700,0.050000,,,,,Kepler-160 b,
885,Kepler-160,c,13.69908700,0.109000,,,,,Kepler-160 c,
886,Kepler-161,b,4.92135500,0.054000,,,,0.77,Kepler-161 b,
887,Kepler-161,c,7.06424000,0.068000,,,,0.77,Kepler-161 c,
888,Kepler-162,b,6.91979800,0.069000,,,,,Kepler-162 b,
889,Kepler-162,c,19.44635500,0.137000,,,,,Kepler-162 c,
890,Kepler-163,b,7.81093700,0.078000,,,,0.96,Kepler-163 b,
891,Kepler-163,c,21.34726200,0.152000,,,,0.96,Kepler-163 c,
892,Kepler-164,b,5.03503000,0.058000,,,,1.11,Kepler-164 b,
893,Kepler-164,c,10.94572300,0.097000,,,,1.11,Kepler-164 c,
894,Kepler-164,d,28.98676900,0.187000,,,,1.11,Kepler-164 d,
895,Kepler-165,b,8.18084800,0.072000,,,,,Kepler-165 b,
896,Kepler-165,c,15.31299000,0.110000,,,,,Kepler-165 c,
897,Kepler-166,b,7.65025400,0.072000,,,,,Kepler-166 b,
898,Kepler-166,c,34.26028100,0.195000,,,,,Kepler-166 c,
899,Kepler-167,b,4.39316320,0.048300,0.000000,,330.00,0.77,Kepler-167 b,
900,Kepler-167,c,7.40611400,0.068400,0.000000,,330.00,0.77,Kepler-167 c,
901,Kepler-167,d,21.80385500,0.140500,0.120000,,330.00,0.77,Kepler-167 d,
902,Kepler-167,e,1071.23228000,1.890000,0.062000,,330.00,0.77,Kepler-167 e,
903,Kepler-168,b,4.42539100,0.056000,,,,,Kepler-168 b,
904,Kepler-168,c,13.19324200,0.116000,,,,,Kepler-168 c,
905,Kepler-169,b,3.25061900,0.040000,,,,0.86,Kepler-169 b,
906,Kepler-169,c,6.19546900,0.062000,,,,0.86,Kepler-169 c,
907,Kepler-169,d,8.34812500,0.075000,,,,0.86,Kepler-169 d,
908,Kepler-169,e,13.76710200,0.105000,,,,0.86,Kepler-169 e,
909,Kepler-169,f,87.09019500,0.359000,,,,0.86,Kepler-169 f,
910,Kepler-17,b,1.48571080,0.025910,0.011000,2.45000,800.00,1.16,Kepler-17 b,2.45000
911,Kepler-170,b,7.93059200,0.080000,,,,,Kepler-170 b,
912,Kepler-170,c,16.66586300,0.131000,,,,,Kepler-170 c,
913,Kepler-171,b,4.16697200,0.050000,,,,,Kepler-171 b,
914,Kepler-171,c,11.46346200,0.098000,,,,,Kepler-171 c,
915,Kepler-171,d,39.59551900,0.223000,,,,,Kepler-171 d,
916,Kepler-172,b,2.94030900,0.040000,,,,0.86,Kepler-172 b,
917,Kepler-172,c,6.38899600,0.068000,,,,0.86,Kepler-172 c,
918,Kepler-172,d,14.62711900,0.118000,,,,0.86,Kepler-172 d,
919,Kepler-172,e,35.11873600,0.211000,,,,0.86,Kepler-172 e,
920,Kepler-173,b,4.26374200,0.048000,,,,0.78,Kepler-173 b,
921,Kepler-173,c,8.00577700,0.074000,,,,0.78,Kepler-173 c,
922,Kepler-174,b,13.98179000,0.100000,,,,,Kepler-174 b,
923,Kepler-174,c,44.00052900,0.214000,,,,,Kepler-174 c,
924,Kepler-174,d,247.35373000,0.677000,,,,,Kepler-174 d,
925,Kepler-175,b,11.90351500,0.105000,,,,1.04,Kepler-175 b,
926,Kepler-175,c,34.03525700,0.213000,,,,1.04,Kepler-175 c,
927,Kepler-176,b,5.43307400,0.058000,,,,,Kepler-176 b,
928,Kepler-176,c,12.75971200,0.102000,,,,,Kepler-176 c,
929,Kepler-176,d,25.75197400,0.163000,,,,,Kepler-176 d,
930,Kepler-177,b,36.85500000,,,0.00600,,1.07,Kepler-177 b,0.00600
931,Kepler-177,c,49.41200000,,,0.02400,,1.07,Kepler-177 c,0.02400
932,Kepler-178,b,9.57669400,0.085000,,,,,Kepler-178 b,
933,Kepler-178,c,20.55280200,0.142000,,,,,Kepler-178 c,
934,Kepler-178,d,96.67898800,0.397000,,,,,Kepler-178 d,
935,Kepler-179,b,2.73592600,0.036000,,,,,Kepler-179 b,
936,Kepler-179,c,6.40013000,0.064000,,,,,Kepler-179 c,
937,Kepler-18,b,3.50472500,0.044700,0.000000,0.02200,,0.97,Kepler-18 b,0.02200
938,Kepler-18,c,7.64159000,0.075200,0.000000,0.05400,,0.97,Kepler-18 c,0.05400
939,Kepler-18,d,14.85888000,0.117200,0.000000,0.05200,,0.97,Kepler-18 d,0.05200
940,Kepler-180,b,13.81712400,0.109000,,,,0.84,Kepler-180 b,
941,Kepler-180,c,41.88577500,0.229000,,,,0.84,Kepler-180 c,
942,Kepler-181,b,3.13787300,0.040000,,,,,Kepler-181 b,
943,Kepler-181,c,4.30214900,0.049000,,,,,Kepler-181 c,
944,Kepler-182,b,9.82579200,0.096000,,,,1.14,Kepler-182 b,
945,Kepler-182,c,20.68434200,0.157000,,,,1.14,Kepler-182 c,
946,Kepler-183,b,5.68794500,0.064000,,,,,Kepler-183 b,
947,Kepler-183,c,11.63707100,0.103000,,,,,Kepler-183 c,
948,Kepler-184,b,10.68757600,0.092000,,,,,Kepler-184 b,
949,Kepler-184,c,20.30300500,0.141000,,,,,Kepler-184 c,
950,Kepler-184,d,29.02235800,0.179000,,,,,Kepler-184 d,
951,Kepler-185,b,1.63290000,0.026000,,,,0.79,Kepler-185 b,
952,Kepler-185,c,20.72904200,0.139000,,,,0.79,Kepler-185 c,
953,Kepler-186,b,3.88679070,0.034300,,,172.00,0.54,Kepler-186 b,
954,Kepler-186,c,7.26730200,0.045100,,,172.00,0.54,Kepler-186 c,
955,Kepler-186,d,13.34299600,0.078100,,,172.00,0.54,Kepler-186 d,
956,Kepler-186,e,22.40770400,0.110000,,,172.00,0.54,Kepler-186 e,
957,Kepler-186,f,129.94410000,0.432000,0.040000,,172.00,0.54,Kepler-186 f,
958,Kepler-187,b,4.93886400,0.059000,,,,0.85,Kepler-187 b,
959,Kepler-187,c,10.64026300,0.099000,,,,0.85,Kepler-187 c,
960,Kepler-188,b,2.06189700,0.032000,,,,,Kepler-188 b,
961,Kepler-188,c,5.99655300,0.066000,,,,,Kepler-188 c,
962,Kepler-189,b,10.39993100,0.088000,,,,0.79,Kepler-189 b,
963,Kepler-189,c,20.13486600,0.137000,,,,0.79,Kepler-189 c,
964,Kepler-19,b,9.28699440,,0.000000,0.06400,2119.00,0.94,Kepler-19 b,0.06400
965,Kepler-19,c,160.00000000,,,6.00000,2119.00,0.94,Kepler-19 c,6.00000
966,Kepler-190,b,2.01999900,0.030000,,,,0.84,Kepler-190 b,
967,Kepler-190,c,3.76302400,0.045000,,,,0.84,Kepler-190 c,
968,Kepler-191,b,9.93963200,0.087000,,,,0.85,Kepler-191 b,
969,Kepler-191,c,17.73850600,0.128000,,,,0.85,Kepler-191 c,
970,Kepler-192,b,9.92674600,0.090000,,,,,Kepler-192 b,
971,Kepler-192,c,21.22340000,0.150000,,,,,Kepler-192 c,
972,Kepler-193,b,11.38848000,0.106000,,,,,Kepler-193 b,
973,Kepler-193,c,50.69749400,0.286000,,,,,Kepler-193 c,
974,Kepler-194,b,2.09228100,0.032000,,,,,Kepler-194 b,
975,Kepler-194,c,17.30803200,0.131000,,,,,Kepler-194 c,
976,Kepler-194,d,52.81497300,0.275000,,,,,Kepler-194 d,
977,Kepler-195,b,8.30787200,0.077000,,,,,Kepler-195 b,
978,Kepler-195,c,34.09686300,0.197000,,,,,Kepler-195 c,
979,Kepler-196,b,20.73988600,0.138000,,,,,Kepler-196 b,
980,Kepler-196,c,47.42773700,0.240000,,,,,Kepler-196 c,
981,Kepler-197,b,5.59930800,0.060000,,,,,Kepler-197 b,
982,Kepler-197,c,10.34969500,0.090000,,,,,Kepler-197 c,
983,Kepler-197,d,15.67756300,0.119000,,,,,Kepler-197 d,
984,Kepler-197,e,25.20971500,0.164000,,,,,Kepler-197 e,
985,Kepler-198,b,17.79003700,0.131000,,,,0.93,Kepler-198 b,
986,Kepler-198,c,49.56741600,0.259000,,,,0.93,Kepler-198 c,
987,Kepler-199,b,23.63760400,0.158000,,,,,Kepler-199 b,
988,Kepler-199,c,67.09340800,0.316000,,,,,Kepler-199 c,
989,Kepler-20,b,3.69612190,0.045370,0.320000,0.02700,290.00,0.91,Kepler-20 b,0.02700
990,Kepler-20,c,10.85409200,0.093000,0.400000,0.05100,290.00,0.91,Kepler-20 c,0.05100
991,Kepler-20,d,77.61184000,0.345300,0.600000,0.06300,290.00,0.91,Kepler-20 d,0.06300
992,Kepler-20,e,6.09849300,,0.280000,0.01000,290.00,0.91,Kepler-20 e,0.01000
993,Kepler-20,f,19.57706000,,0.320000,0.04500,290.00,0.91,Kepler-20 f,0.04500
994,Kepler-200,b,8.59480500,0.080000,,,,,Kepler-200 b,
995,Kepler-200,c,10.22215700,0.090000,,,,,Kepler-200 c,
996,Kepler-201,b,25.67208300,0.175000,,,,1.17,Kepler-201 b,
997,Kepler-201,c,151.88405800,0.573000,,,,1.17,Kepler-201 c,
998,Kepler-202,b,4.06942700,0.045000,,,,,Kepler-202 b,
999,Kepler-202,c,16.28249300,0.113000,,,,,Kepler-202 c,
1000,Kepler-203,b,3.16269700,0.043000,,,,0.98,Kepler-203 b,
1001,Kepler-203,c,5.37064700,0.061000,,,,0.98,Kepler-203 c,
1002,Kepler-203,d,11.32972000,0.100000,,,,0.98,Kepler-203 d,
1003,Kepler-204,b,14.40097400,0.117000,,,,0.96,Kepler-204 b,
1004,Kepler-204,c,25.66059300,0.173000,,,,0.96,Kepler-204 c,
1005,Kepler-205,b,2.75564000,0.032000,,,,,Kepler-205 b,
1006,Kepler-205,c,20.30654600,0.122000,,,,,Kepler-205 c,
1007,Kepler-206,b,7.78198700,0.078000,,,,0.94,Kepler-206 b,
1008,Kepler-206,c,13.13747100,0.111000,,,,0.94,Kepler-206 c,
1009,Kepler-206,d,23.44281000,0.163000,,,,0.94,Kepler-206 d,
1010,Kepler-207,b,1.61186500,0.029000,,,,,Kepler-207 b,
1011,Kepler-207,c,3.07157100,0.044000,,,,,Kepler-207 c,
1012,Kepler-207,d,5.86807500,0.068000,,,,,Kepler-207 d,
1013,Kepler-208,b,4.22864000,0.054000,,,,1.03,Kepler-208 b,
1014,Kepler-208,c,7.46662300,0.079000,,,,1.03,Kepler-208 c,
1015,Kepler-208,d,11.13178600,0.103000,,,,1.03,Kepler-208 d,
1016,Kepler-208,e,16.25945800,0.132000,,,,1.03,Kepler-208 e,
1017,Kepler-209,b,16.08784500,0.122000,,,,,Kepler-209 b,
1018,Kepler-209,c,41.74988200,0.231000,,,,,Kepler-209 c,
1019,Kepler-21,b,2.78575500,0.042507,0.000000,0.03300,108.00,1.34,Kepler-21 b,0.03300
1020,Kepler-210,b,2.45323400,0.032000,,,,,Kepler-210 b,
1021,Kepler-210,c,7.97251300,0.070000,,,,,Kepler-210 c,
1022,Kepler-211,b,4.13857500,0.048000,,,,0.97,Kepler-211 b,
1023,Kepler-211,c,6.04045000,0.062000,,,,0.97,Kepler-211 c,
1024,Kepler-212,b,16.25758200,0.133000,,,,1.16,Kepler-212 b,
1025,Kepler-212,c,31.80517400,0.207000,,,,1.16,Kepler-212 c,
1026,Kepler-213,b,2.46236000,0.036000,,,,0.94,Kepler-213 b,
1027,Kepler-213,c,4.82296200,0.057000,,,,0.94,Kepler-213 c,
1028,Kepler-214,b,15.66054400,0.130000,,,,,Kepler-214 b,
1029,Kepler-214,c,28.77980000,0.194000,,,,,Kepler-214 c,
1030,Kepler-215,b,9.36067200,0.084000,,,,0.77,Kepler-215 b,
1031,Kepler-215,c,14.66710800,0.113000,,,,0.77,Kepler-215 c,
1032,Kepler-215,d,30.86442300,0.185000,,,,0.77,Kepler-215 d,
1033,Kepler-215,e,68.16101000,0.314000,,,,0.77,Kepler-215 e,
1034,Kepler-216,b,7.69364100,0.079000,,,,,Kepler-216 b,
1035,Kepler-216,c,17.40666900,0.136000,,,,,Kepler-216 c,
1036,Kepler-217,b,5.37494300,0.065000,,,,,Kepler-217 b,
1037,Kepler-217,c,8.58600400,0.089000,,,,,Kepler-217 c,
1038,Kepler-218,b,3.61933700,0.046000,,,,,Kepler-218 b,
1039,Kepler-218,c,44.69957600,0.248000,,,,,Kepler-218 c,
1040,Kepler-219,b,4.58551200,0.057000,,,,,Kepler-219 b,
1041,Kepler-219,c,22.71461300,0.165000,,,,,Kepler-219 c,
1042,Kepler-219,d,47.90364500,0.272000,,,,,Kepler-219 d,
1043,Kepler-22,b,289.86230000,0.849000,0.000000,0.11300,190.00,0.97,Kepler-22 b,0.11300
1044,Kepler-220,b,4.15980700,0.046000,,,,,Kepler-220 b,
1045,Kepler-220,c,9.03419900,0.076000,,,,,Kepler-220 c,
1046,Kepler-220,d,28.12239700,0.163000,,,,,Kepler-220 d,
1047,Kepler-220,e,45.90273300,0.226000,,,,,Kepler-220 e,
1048,Kepler-221,b,2.79590600,0.037000,,,,0.72,Kepler-221 b,
1049,Kepler-221,c,5.69058600,0.059000,,,,0.72,Kepler-221 c,
1050,Kepler-221,d,10.04156000,0.087000,,,,0.72,Kepler-221 d,
1051,Kepler-221,e,18.36991700,0.130000,,,,0.72,Kepler-221 e,
1052,Kepler-222,b,3.93698100,0.048000,,,,,Kepler-222 b,
1053,Kepler-222,c,10.08881000,0.091000,,,,,Kepler-222 c,
1054,Kepler-222,d,28.08191200,0.180000,,,,,Kepler-222 d,
1055,Kepler-223,b,7.38410800,0.073000,,,,,Kepler-223 b,
1056,Kepler-223,c,9.84818300,0.088000,,,,,Kepler-223 c,
1057,Kepler-223,d,14.78875900,0.116000,,,,,Kepler-223 d,
1058,Kepler-223,e,19.72173400,0.140000,,,,,Kepler-223 e,
1059,Kepler-224,b,3.13292400,0.038000,,,,0.74,Kepler-224 b,
1060,Kepler-224,c,5.92500300,0.058000,,,,0.74,Kepler-224 c,
1061,Kepler-224,d,11.34939300,0.089000,,,,0.74,Kepler-224 d,
1062,Kepler-224,e,18.64357700,0.124000,,,,0.74,Kepler-224 e,
1063,Kepler-225,b,6.73897500,0.056000,,,,,Kepler-225 b,
1064,Kepler-225,c,18.79423400,0.111000,,,,,Kepler-225 c,
1065,Kepler-226,b,3.94099700,0.047000,,,,0.86,Kepler-226 b,
1066,Kepler-226,c,5.34955500,0.058000,,,,0.86,Kepler-226 c,
1067,Kepler-226,d,8.10904400,0.076000,,,,0.86,Kepler-226 d,
1068,Kepler-227,b,9.48801500,0.090000,,,,,Kepler-227 b,
1069,Kepler-227,c,54.41869400,0.290000,,,,,Kepler-227 c,
1070,Kepler-228,b,2.56654600,0.038000,,,,,Kepler-228 b,
1071,Kepler-228,c,4.13444400,0.052000,,,,,Kepler-228 c,
1072,Kepler-228,d,11.09428600,0.101000,,,,,Kepler-228 d,
1073,Kepler-229,b,6.25297200,0.062000,,,,,Kepler-229 b,
1074,Kepler-229,c,16.06863800,0.117000,,,,,Kepler-229 c,
1075,Kepler-229,d,41.19491200,0.220000,,,,,Kepler-229 d,
1076,Kepler-23,b,7.10730000,0.075000,,0.80000,800.00,1.11,Kepler-23 b,0.80000
1077,Kepler-23,c,10.74210000,0.099000,,2.70000,800.00,1.11,Kepler-23 c,2.70000
1078,Kepler-23,d,15.27429900,0.124000,,,800.00,1.11,Kepler-23 d,
1079,Kepler-230,b,32.62555500,0.191000,,,,,Kepler-230 b,
1080,Kepler-230,c,91.77324200,0.380000,,,,,Kepler-230 c,
1081,Kepler-231,b,10.06527500,0.074000,,,,0.58,Kepler-231 b,
1082,Kepler-231,c,19.27156600,0.114000,,,,0.58,Kepler-231 c,
1083,Kepler-232,b,4.43122200,0.054000,,,,,Kepler-232 b,
1084,Kepler-232,c,11.37934900,0.101000,,,,,Kepler-232 c,
1085,Kepler-233,b,8.47238200,0.077000,,,,,Kepler-233 b,
1086,Kepler-233,c,60.41895500,0.287000,,,,,Kepler-233 c,
1087,Kepler-234,b,2.71150600,0.040000,,,,,Kepler-234 b,
1088,Kepler-234,c,7.21205000,0.077000,,,,,Kepler-234 c,
1089,Kepler-235,b,3.34022200,0.037000,,,,0.59,Kepler-235 b,
1090,Kepler-235,c,7.82490400,0.065000,,,,0.59,Kepler-235 c,
1091,Kepler-235,d,20.06054800,0.122000,,,,0.59,Kepler-235 d,
1092,Kepler-235,e,46.18366900,0.213000,,,,0.59,Kepler-235 e,
1093,Kepler-236,b,8.29561100,0.065000,,,,0.56,Kepler-236 b,
1094,Kepler-236,c,23.96812700,0.132000,,,,0.56,Kepler-236 c,
1095,Kepler-237,b,4.71510600,0.050000,,,,0.70,Kepler-237 b,
1096,Kepler-237,c,8.10363600,0.071000,,,,0.70,Kepler-237 c,
1097,Kepler-238,b,2.09087600,0.034000,,,,1.06,Kepler-238 b,
1098,Kepler-238,c,6.15555700,0.069000,,,,1.06,Kepler-238 c,
1099,Kepler-238,d,13.23354900,0.115000,,,,1.06,Kepler-238 d,
1100,Kepler-238,e,23.65400000,,,0.53400,,1.06,Kepler-238 e,0.53400
1101,Kepler-238,f,50.44700000,,,0.04200,,1.06,Kepler-238 f,0.04200
1102,Kepler-239,b,11.76305100,0.095000,,,,0.74,Kepler-239 b,
1103,Kepler-239,c,56.22809800,0.268000,,,,0.74,Kepler-239 c,
1104,Kepler-24,b,8.14530000,0.080000,,1.60000,1200.00,1.03,Kepler-24 b,1.60000
1105,Kepler-24,c,12.33350000,0.106000,,1.60000,1200.00,1.03,Kepler-24 c,1.60000
1106,Kepler-24,d,4.24438400,0.051000,,,1200.00,1.03,Kepler-24 d,
1107,Kepler-24,e,18.99835500,0.138000,,,1200.00,1.03,Kepler-24 e,
1108,Kepler-240,b,4.14449500,0.048000,,,,,Kepler-240 b,
1109,Kepler-240,c,7.95352800,0.074000,,,,,Kepler-240 c,
1110,Kepler-241,b,12.71809200,0.094000,,,,,Kepler-241 b,
1111,Kepler-241,c,36.06597800,0.189000,,,,,Kepler-241 c,
1112,Kepler-242,b,8.20395000,0.075000,,,,,Kepler-242 b,
1113,Kepler-242,c,14.49648100,0.109000,,,,,Kepler-242 c,
1114,Kepler-243,b,5.71544200,0.062000,,,,0.89,Kepler-243 b,
1115,Kepler-243,c,20.02621800,0.142000,,,,0.89,Kepler-243 c,
1116,Kepler-244,b,4.31179200,0.050000,,,,,Kepler-244 b,
1117,Kepler-244,c,9.76729200,0.087000,,,,,Kepler-244 c,
1118,Kepler-244,d,20.05040100,0.140000,,,,,Kepler-244 d,
1119,Kepler-245,b,7.49019000,0.071000,,,,0.80,Kepler-245 b,
1120,Kepler-245,c,17.46081200,0.124000,,,,0.80,Kepler-245 c,
1121,Kepler-245,d,36.27710800,0.202000,,,,0.80,Kepler-245 d,
1122,Kepler-246,b,4.60182000,0.052000,,,,0.86,Kepler-246 b,
1123,Kepler-246,c,11.18716100,0.095000,,,,0.86,Kepler-246 c,
1124,Kepler-247,b,3.33616000,0.042000,,,,,Kepler-247 b,
1125,Kepler-247,c,9.43945200,0.084000,,,,,Kepler-247 c,
1126,Kepler-247,d,20.47791200,0.140000,,,,,Kepler-247 d,
1127,Kepler-248,b,6.30820500,0.066000,,,,,Kepler-248 b,
1128,Kepler-248,c,16.23949400,0.123000,,,,,Kepler-248 c,
1129,Kepler-249,b,3.30653900,0.035000,,,,,Kepler-249 b,
1130,Kepler-249,c,7.11370200,0.058000,,,,,Kepler-249 c,
1131,Kepler-249,d,15.36845900,0.097000,,,,,Kepler-249 d,
1132,Kepler-25,b,6.23850000,0.068000,,12.70000,,1.19,Kepler-25 b,12.70000
1133,Kepler-25,c,12.72040000,0.110000,,4.16000,,1.19,Kepler-25 c,4.16000
1134,Kepler-25,d,123.00000000,,,0.28300,,1.19,Kepler-25 d,0.28300
1135,Kepler-250,b,4.14814100,0.048000,,,,0.80,Kepler-250 b,
1136,Kepler-250,c,7.15680400,0.069000,,,,0.80,Kepler-250 c,
1137,Kepler-250,d,17.64831200,0.127000,,,,0.80,Kepler-250 d,
1138,Kepler-251,b,4.79093600,0.053000,,,,0.91,Kepler-251 b,
1139,Kepler-251,c,16.51404300,0.122000,,,,0.91,Kepler-251 c,
1140,Kepler-251,d,30.13300100,0.182000,,,,0.91,Kepler-251 d,
1141,Kepler-251,e,99.64016100,0.404000,,,,0.91,Kepler-251 e,
1142,Kepler-252,b,6.66839100,0.058000,,,,0.52,Kepler-252 b,
1143,Kepler-252,c,10.84846300,0.080000,,,,0.52,Kepler-252 c,
1144,Kepler-253,b,3.78398600,0.046000,,,,,Kepler-253 b,
1145,Kepler-253,c,10.28195100,0.089000,,,,,Kepler-253 c,
1146,Kepler-253,d,18.11986900,0.130000,,,,,Kepler-253 d,
1147,Kepler-254,b,5.82666200,0.064000,,,,,Kepler-254 b,
1148,Kepler-254,c,12.41218300,0.105000,,,,,Kepler-254 c,
1149,Kepler-254,d,18.74647700,0.139000,,,,,Kepler-254 d,
1150,Kepler-255,b,5.71460600,0.063000,,,,0.97,Kepler-255 b,
1151,Kepler-255,c,9.94604700,0.092000,,,,0.97,Kepler-255 c,
1152,Kepler-256,b,1.62049300,0.027000,,,,1.02,Kepler-256 b,
1153,Kepler-256,c,3.38802000,0.045000,,,,1.02,Kepler-256 c,
1154,Kepler-256,d,5.83917200,0.064000,,,,1.02,Kepler-256 d,
1155,Kepler-256,e,10.68157200,0.096000,,,,1.02,Kepler-256 e,
1156,Kepler-257,b,2.38266700,0.034000,,,,,Kepler-257 b,
1157,Kepler-257,c,6.58148400,0.066000,,,,,Kepler-257 c,
1158,Kepler-257,d,24.66455100,0.160000,,,,,Kepler-257 d,
1159,Kepler-258,b,13.19722000,0.103000,,,,0.80,Kepler-258 b,
1160,Kepler-258,c,33.65307900,0.193000,,,,0.80,Kepler-258 c,
1161,Kepler-259,b,8.11531700,0.079000,,,,,Kepler-259 b,
1162,Kepler-259,c,36.92493100,0.217000,,,,,Kepler-259 c,
1163,Kepler-26,b,12.28000000,,,0.01611,,0.54,Kepler-26 b,0.01611
1164,Kepler-26,c,17.25590000,,,0.01951,,0.54,Kepler-26 c,0.01951
1165,Kepler-26,d,3.54391900,0.039000,,,,0.54,Kepler-26 d,
1166,Kepler-26,e,46.82791500,0.220000,,,,0.54,Kepler-26 e,
1167,Kepler-260,b,8.18739900,0.075000,,,,0.88,Kepler-260 b,
1168,Kepler-260,c,76.05017800,0.332000,,,,0.88,Kepler-260 c,
1169,Kepler-261,b,10.38122700,0.088000,,,,0.87,Kepler-261 b,
1170,Kepler-261,c,24.57085800,0.156000,,,,0.87,Kepler-261 c,
1171,Kepler-262,b,13.06085500,0.108000,,,,,Kepler-262 b,
1172,Kepler-262,c,21.85372200,0.152000,,,,,Kepler-262 c,
1173,Kepler-263,b,16.56808700,0.120000,,,,,Kepler-263 b,
1174,Kepler-263,c,47.33277300,0.242000,,,,,Kepler-263 c,
1175,Kepler-264,b,40.80623100,0.249000,,,,1.32,Kepler-264 b,
1176,Kepler-264,c,140.10126100,0.566000,,,,1.32,Kepler-264 c,
1177,Kepler-265,b,6.84626200,0.069000,,,,1.03,Kepler-265 b,
1178,Kepler-265,c,17.02893700,0.127000,,,,1.03,Kepler-265 c,
1179,Kepler-265,d,43.13061700,0.236000,,,,1.03,Kepler-265 d,
1180,Kepler-265,e,67.83102400,0.319000,,,,1.03,Kepler-265 e,
1181,Kepler-266,b,6.61833000,0.071000,,,,0.99,Kepler-266 b,
1182,Kepler-266,c,107.72360100,0.457000,,,,0.99,Kepler-266 c,
1183,Kepler-267,b,3.35372800,0.037000,,,,0.56,Kepler-267 b,
1184,Kepler-267,c,6.87745000,0.060000,,,,0.56,Kepler-267 c,
1185,Kepler-267,d,28.46451500,0.154000,,,,0.56,Kepler-267 d,
1186,Kepler-268,b,25.93413800,0.180000,,,,,Kepler-268 b,
1187,Kepler-268,c,83.44639300,0.391000,,,,,Kepler-268 c,
1188,Kepler-269,b,5.32671800,0.061000,,,,0.98,Kepler-269 b,
1189,Kepler-269,c,8.12789900,0.081000,,,,0.98,Kepler-269 c,
1190,Kepler-27,b,15.33480000,0.118000,,9.11000,,0.65,Kepler-27 b,9.11000
1191,Kepler-27,c,31.33090000,0.191000,,13.80000,,0.65,Kepler-27 c,13.80000
1192,Kepler-270,b,11.47609400,0.107000,,,,,Kepler-270 b,
1193,Kepler-270,c,25.26288700,0.180000,,,,,Kepler-270 c,
1194,Kepler-271,b,5.21773800,0.056000,,,,,Kepler-271 b,
1195,Kepler-271,c,7.41093500,0.071000,,,,,Kepler-271 c,
1196,Kepler-272,b,2.97135300,0.038000,,,,0.79,Kepler-272 b,
